콘존ID,콘존길이,기점종점방향구분코드,시작노드ID,종료노드ID,차로수,노선번호,제한속도,노선구성순번,콘존명,버스전용차로유무,도로등급구분코드
0010CZS210,9120,S,563,80,3,10,100,40,동김천IC-김천JC,0,101
0010CZS215,7970,S,123,563,3,10,100,39,김천IC-동김천IC,0,101
0010CZS220,12030,S,82,123,3,10,100,38,추풍령IC-김천IC,0,101
0010CZS230,10080,S,96,82,3,10,100,37,황간IC-추풍령IC,0,101
0010CZS240,9890,S,95,96,3,10,100,36,영동IC-황간IC,0,101
0010CZS250,16040,S,463,95,3,10,100,35,금강IC-영동IC,0,101
0010CZS260,11400,S,21,463,3,10,100,34,옥천IC-금강IC,0,101
0010CZS270,8670,S,108,21,3,10,100,33,비룡JC-옥천IC,0,101
0010CZS280,4060,S,100,108,3,10,100,32,대전IC-비룡JC,0,101
0010CZS290,5450,S,102,100,3,10,100,31,회덕JC-대전IC,0,101
0010CZS300,5090,S,104,102,4,10,100,30,신탄진IC-회덕JC,0,101
0010CZS310,10070,S,68,104,4,10,100,29,남청주IC-신탄진IC,1,101
0010CZS320,3550,S,362,68,4,10,100,28,청주JC-남청주IC,1,101
0010CZS330,3890,S,67,362,3,10,100,27,남이JC-청주JC,1,101
0010CZS340,4620,S,66,67,3,10,100,26,청주IC-남이JC,1,101
0010CZS350,3490,S,649,66,3,10,100,25,옥산IC-청주IC,1,101
0010CZS355,7500,S,673,649,3,10,100,24,옥산JC-옥산IC,0,101
0010CZS357,13810,S,49,673,3,10,100,23,독립기념관IC-옥산JC,1,101
0010CZS360,3530,S,50,49,3,10,100,22,천안JC-독립기념관IC,1,101
0010CZS370,6700,S,52,50,4,10,100,21,천안IC-천안JC,1,101
0010CZS380,8360,S,562,52,4,10,110,20,북천안IC-천안IC,1,101
0010CZS385,11610,S,247,562,4,10,110,19,안성IC-북천안IC,1,101
0010CZS390,4830,S,300,247,4,10,110,18,안성JC-안성IC,1,101
0010CZS400,7960,S,1063,300,4,10,110,17,남사진위IC-안성JC,1,101
0010CZS405,5310,S,244,1063,4,10,110,16,오산IC-남사진위IC,1,101
0010CZS410,3890,S,432,244,4,10,110,15,동탄JC-오산IC,1,101
0010CZS420,4390,S,462,432,4,10,110,14,기흥동탄IC-동탄JC,1,101
0010CZS430,700,S,308,462,5,10,110,13,기흥IC-기흥동탄IC,1,101
0010CZS440,5090,S,305,308,5,10,110,12,수원신갈IC-기흥IC,1,101
0010CZS450,2680,S,309,305,5,10,110,11,신갈JC-수원신갈IC,1,101
0010CZS460,8340,S,280,309,5,10,110,10,서울TG-신갈JC,1,101
0010CZS470,3640,S,274,280,5,10,110,9,판교IC-서울TG,1,101
0010CZS480,1100,S,273,274,5,10,110,8,판교JC-판교IC,1,101
0010CZS490,390,S,460,273,5,10,110,7,대왕판교IC-판교JC,1,101
0010CZS500,870,S,681,460,5,10,110,6,금토JC-대왕판교IC,1,101
0010CZS505,6750,S,238,681,5,10,100,5,양재IC-금토JC,0,101
0010CZS510,2490,S,237,238,4,10,100,4,서초IC-양재IC,1,101
0010CZS520,1780,S,233,237,4,10,100,3,반포IC-서초IC,1,101
0010CZS521,1380,S,487,233,4,10,100,2,잠원IC-반포IC,1,101
0010CZS522,1300,S,476,487,4,10,100,1,한남IC-잠원IC,1,101
0100CZE010,3800,E,222,221,2,100,100,1,서순천IC-순천IC,0,101
0100CZE020,1800,E,221,535,2,100,100,2,순천IC-순천JC,0,101
0100CZE025,7000,E,535,212,2,100,100,3,순천JC-광양IC,0,101
0100CZE030,5100,E,212,215,2,100,100,4,광양IC-동광양IC,0,101
0100CZE040,6500,E,215,214,2,100,100,5,동광양IC-옥곡IC,0,101
0100CZE050,4400,E,214,213,2,100,100,6,옥곡IC-진월IC,0,101
0100CZE060,7000,E,213,227,2,100,100,7,진월IC-하동IC,0,101
0100CZE070,10100,E,227,130,2,100,100,8,하동IC-진교IC,0,101
0100CZE080,6400,E,130,131,2,100,100,9,진교IC-곤양IC,0,101
0100CZE090,8000,E,131,126,2,100,100,10,곤양IC-축동IC,0,101
0100CZE100,5900,E,126,132,2,100,100,11,축동IC-사천IC,0,101
0100CZE110,2500,E,132,133,2,100,100,12,사천IC-진주JC,0,101
0100CZE120,3200,E,133,134,2,100,100,13,진주JC-진주IC,0,101
0100CZE130,4000,E,134,128,2,100,80,14,진주IC-문산IC,0,101
0100CZE140,6900,E,128,136,2,100,100,15,문산IC-진성IC,0,101
0100CZE150,6000,E,136,127,2,100,80,16,진성IC-지수IC,0,101
0100CZE160,9200,E,127,168,2,100,100,17,지수IC-군북IC,0,101
0100CZE170,2800,E,168,129,2,100,100,18,군북IC-장지IC,0,101
0100CZE180,3600,E,129,149,2,100,100,19,장지IC-함안IC,0,101
0100CZE190,8700,E,149,124,2,100,100,20,함안IC-산인JC,0,101
0100CZE200,3100,E,124,148,2,100,100,21,산인JC-칠원JC,0,101
0100CZE205,4900,E,148,650,2,100,100,22,칠원JC - 창원1터널(서측),0,101
0100CZE210,2700,E,650,651,2,100,100,23,창원1터널(서측) - 창원1터널(동측),0,101
0100CZE215,1200,E,651,150,2,100,100,24,창원1터널(동측) - 북창원IC,0,101
0100CZE220,3600,E,150,145,2,100,100,25,북창원IC-창원JC,0,101
0100CZE230,5000,E,145,146,2,100,100,26,창원JC-동창원IC,0,101
0100CZE240,2300,E,146,663,2,100,100,27,동창원IC-진영JC,0,101
0100CZE245,4000,E,663,143,4,100,100,28,진영JC-진례IC,0,101
0100CZE250,3200,E,143,624,4,100,100,29,진례IC-진례JC,0,101
0100CZE255,3800,E,624,139,4,100,100,30,진례JC-냉정JC,0,101
0100CZE260,4800,E,139,138,4,100,100,31,냉정JC-서김해IC,0,101
0100CZE270,4500,E,138,140,3,100,100,32,서김해IC-동김해IC,0,101
0100CZE280,2700,E,140,577,3,100,100,33,동김해IC-김해JC,0,101
0100CZE282,1600,E,577,497,3,100,100,34,김해JC-북부산TG,0,101
0100CZE285,3200,E,497,3,2,100,100,35,북부산TG-대저JC,0,101
0100CZE290,2860,E,3,6,2,100,100,36,대저JC-덕천IC,0,101
0100CZE300,1640,E,6,450,2,100,100,37,덕천IC-구포IC,0,101
0100CZS010,3800,S,221,222,2,100,100,37,순천IC-서순천IC,0,101
0100CZS020,1800,S,535,221,2,100,100,36,순천JC-순천IC,0,101
0100CZS025,7000,S,212,535,2,100,100,35,광양IC-순천JC,0,101
0100CZS030,5100,S,215,212,2,100,100,34,동광양IC-광양IC,0,101
0100CZS040,6500,S,214,215,2,100,100,33,옥곡IC-동광양IC,0,101
0100CZS050,4400,S,213,214,2,100,100,32,진월IC-옥곡IC,0,101
0100CZS060,7000,S,227,213,2,100,100,31,하동IC-진월IC,0,101
0100CZS070,10100,S,130,227,2,100,100,30,진교IC-하동IC,0,101
0100CZS080,6400,S,131,130,2,100,100,29,곤양IC-진교IC,0,101
0100CZS090,8000,S,126,131,2,100,100,28,축동IC-곤양IC,0,101
0100CZS100,5900,S,132,126,2,100,100,27,사천IC-축동IC,0,101
0100CZS110,2500,S,133,132,2,100,100,26,진주JC-사천IC,0,101
0100CZS120,3200,S,134,133,2,100,80,25,진주IC-진주JC,0,101
0100CZS130,4000,S,128,134,2,100,100,24,문산IC-진주IC,0,101
0100CZS140,6900,S,136,128,2,100,80,23,진성IC-문산IC,0,101
0100CZS150,6000,S,127,136,2,100,100,22,지수IC-진성IC,0,101
0100CZS160,9200,S,168,127,2,100,100,21,군북IC-지수IC,0,101
0100CZS170,2800,S,129,168,2,100,100,20,장지IC-군북IC,0,101
0100CZS180,3600,S,149,129,2,100,100,19,함안IC-장지IC,0,101
0100CZS190,8700,S,124,149,2,100,80,18,산인JC-함안IC,0,101
0100CZS200,3100,S,148,124,2,100,100,17,칠원JC-산인JC,0,101
0100CZS205,4900,S,650,148,2,100,100,16,창원1터널(서측) - 철원JC,0,101
0100CZS210,2700,S,651,650,2,100,100,15,창원1터널(동측) - 창원1터널(서측),0,101
0100CZS215,1200,S,150,651,2,100,100,14,북창원IC - 창원1터널(동측),0,101
0100CZS220,3600,S,145,150,2,100,100,13,창원JC-북창원IC,0,101
0100CZS230,5000,S,146,145,2,100,100,12,동창원IC-창원JC,0,101
0100CZS240,2300,S,663,146,2,100,100,11,진영JC-동창원IC,0,101
0100CZS245,4000,S,143,663,4,100,100,10,진례IC-진례IC,0,101
0100CZS250,3200,S,624,143,4,100,100,9,진례IC-진례JC,0,101
0100CZS255,3800,S,139,624,4,100,100,8,냉정JC-진례JC,0,101
0100CZS260,4800,S,138,139,4,100,100,7,서김해IC-냉정JC,0,101
0100CZS270,4500,S,140,138,3,100,100,6,동김해IC-서김해IC,0,101
0100CZS280,2700,S,577,140,3,100,100,5,김해JC-동김해IC,0,101
0100CZS282,1600,S,497,577,3,100,100,4,북부산TG-김해JC,0,101
0100CZS285,3200,S,3,497,2,100,100,3,대저JC-북부산TG,0,101
0100CZS290,2860,S,6,3,2,100,100,2,덕천IC-대저JC,0,101
0100CZS300,1640,S,450,6,2,100,100,1,구포IC-덕천IC,0,101
0101CZE010,360,E,548,549,2,101,100,1,시점(영암군학산면은곡리)-서영암IC,0,101
0101CZE020,4550,E,549,550,2,101,100,2,서영암IC-서영암TG,0,101
0101CZE030,430,E,550,551,2,101,100,3,서영암TG-서호학산IC,0,101
0101CZE040,14190,E,551,552,2,101,100,4,서호학산IC-강진IC,0,101
0101CZE050,18730,E,552,553,2,101,100,5,강진IC-장흥IC,0,101
0101CZE060,22940,E,553,554,2,101,100,6,장흥IC-보성IC,0,101
0101CZE070,18510,E,554,555,2,101,100,7,보성IC-벌교IC,0,101
0101CZE080,4720,E,555,556,2,101,100,8,벌교IC-고흥IC,0,101
0101CZE090,12820,E,556,557,2,101,100,9,고흥IC-남순천TG,0,101
0101CZE100,3010,E,557,558,2,101,100,10,남순천TG-순천만IC,0,101
0101CZE110,4700,E,558,559,2,101,100,11,순천만IC-도롱IC,0,101
0101CZE120,1640,E,559,560,2,101,100,12,도롱IC-해룡IC,0,101
0101CZE130,240,E,560,561,2,101,100,13,해룡IC-종점(순천시해룡면성산리),0,101
0101CZS010,360,S,549,548,2,101,100,13,서영암IC-시점(영암군학산면은곡리),0,101
0101CZS020,4550,S,550,549,2,101,100,12,서영암TG-서영암IC,0,101
0101CZS030,430,S,551,550,2,101,100,11,서호학산IC-서영암TG,0,101
0101CZS040,14190,S,552,551,2,101,100,10,강진IC-서호학산IC,0,101
0101CZS050,18730,S,553,552,2,101,100,9,장흥IC-강진IC,0,101
0101CZS060,22940,S,554,553,2,101,100,8,보성IC-장흥IC,0,101
0101CZS070,18510,S,555,554,2,101,100,7,벌교IC-보성IC,0,101
0101CZS080,4720,S,556,555,2,101,100,6,고흥IC-벌교IC,0,101
0101CZS090,12820,S,557,556,2,101,100,5,남순천TG-고흥IC,0,101
0101CZS100,3010,S,558,557,2,101,100,4,순천만IC-남순천TG,0,101
0101CZS110,4700,S,559,558,2,101,100,3,도롱IC-순천만IC,0,101
0101CZS120,1640,S,560,559,2,101,100,2,해룡IC-도롱IC,0,101
0101CZS130,240,S,561,560,2,101,100,1,종점(순천시해룡면성산리)-해룡IC,0,101
0105CZE100,5100,E,620,621,2,105,100,1,남문대교-진해IC,0,109
0105CZE110,4400,E,621,622,2,105,100,2,진해IC-대청IC,0,109
0105CZE120,5600,E,622,623,2,105,100,3,대청IC-산본IC,0,109
0105CZE130,600,E,623,624,2,105,100,4,산본IC-진례JC,0,109
0105CZS100,5100,S,621,620,2,105,100,4,진해IC-남문대교,0,109
0105CZS110,4400,S,622,621,2,105,100,3,대청IC-진해IC,0,109
0105CZS120,5600,S,623,622,2,105,100,2,산본IC-대청IC,0,109
0105CZS130,600,S,624,623,2,105,100,1,진례JC-산본IC,0,109
0120CZE090,3000,E,197,348,3,120,100,1,고서JC-담양JC,0,101
0120CZE100,3740,E,348,200,2,120,100,2,담양JC-담양IC,0,101
0120CZE110,18200,E,200,176,2,120,100,3,담양IC-순창IC,0,101
0120CZE120,17560,E,176,539,2,120,100,4,순창IC-남원JC,0,101
0120CZE125,9040,E,539,177,2,120,100,5,남원JC-남원IC,0,101
0120CZE130,9500,E,177,173,2,120,100,6,남원IC~동남원IC,0,101
0120CZE140,11500,E,173,179,2,120,100,7,동남원IC~지리산IC,0,101
0120CZE150,14080,E,179,1013,2,120,100,8,지리산IC-서함양IC,0,101
0120CZE155,3730,E,1013,161,2,120,100,9,서함양IC-함양IC,0,101
0120CZE160,1880,E,161,162,2,120,100,10,함양IC-함양JC,0,101
0120CZE170,24170,E,162,165,2,120,100,11,함양JC-거창IC,0,101
0120CZE180,10600,E,165,166,2,120,100,12,거창IC-가조IC,0,101
0120CZE190,14800,E,166,167,2,120,100,13,가조IC-해인사IC,0,101
0120CZE200,6400,E,167,113,2,120,100,14,해인사IC-고령IC,0,101
0120CZE210,12620,E,113,114,2,120,100,15,고령IC-동고령IC,0,101
0120CZE220,1980,E,114,357,2,120,100,16,동고령IC-고령JC,0,101
0120CZE230,9600,E,357,16,3,120,100,17,고령JC-옥포JC,0,101
0120CZS090,3000,S,348,197,3,120,100,17,담양JC-고서JC,0,101
0120CZS100,3740,S,200,348,2,120,100,16,담양IC-담양JC,0,101
0120CZS110,18200,S,176,200,2,120,100,15,순창IC-담양IC,0,101
0120CZS120,17560,S,539,176,2,120,100,14,남원JC-순창IC,0,101
0120CZS125,9040,S,177,539,2,120,100,13,남원IC-남원JC,0,101
0120CZS130,9500,S,173,177,2,120,100,12,동남원IC~남원IC,0,101
0120CZS140,11500,S,179,173,2,120,100,11,지리산IC~동남원IC,0,101
0120CZS150,14080,S,1013,179,2,120,100,10,서함양IC-지리산IC,0,101
0120CZS155,3730,S,161,1013,2,120,100,9,함양IC-서함양IC,0,101
0120CZS160,1880,S,162,161,2,120,100,8,함양JC-함양IC,0,101
0120CZS170,24170,S,165,162,2,120,100,7,거창IC-함양JC,0,101
0120CZS180,10600,S,166,165,2,120,100,6,가조IC-거창IC,0,101
0120CZS190,14800,S,167,166,2,120,100,5,해인사IC-가조IC,0,101
0120CZS200,6400,S,113,167,2,120,100,4,고령IC-해인사IC,0,101
0120CZS210,12620,S,114,113,2,120,100,3,동고령IC-고령IC,0,101
0120CZS220,1980,S,357,114,2,120,100,2,고령JC-동고령IC,0,101
0120CZS230,9600,S,16,357,3,120,100,1,옥포JC-고령JC,0,101
0121CZE010,3280,E,361,379,2,121,100,1,무안공항IC-북무안IC,0,101
0121CZE020,5920,E,379,377,2,121,100,2,북무안IC-함평JC,0,101
0121CZE030,5680,E,377,359,2,121,100,3,함평JC-동함평IC,0,101
0121CZE040,5200,E,359,376,2,121,100,4,동함평IC-문평IC,0,101
0121CZE050,9900,E,376,360,2,121,100,5,문평IC-나주IC,0,101
0121CZE060,4000,E,360,469,2,121,100,6,나주IC-서광산IC,0,101
0121CZE070,2900,E,469,470,2,121,100,7,서광산IC-동광산TG,0,101
0121CZE080,4090,E,470,471,2,121,100,8,동광산TG-운수IC,0,101
0121CZS010,3280,S,379,361,2,121,100,8,북무안IC-무안공항IC,0,101
0121CZS020,5920,S,377,379,2,121,100,7,함평JC-북무안IC,0,101
0121CZS030,5680,S,359,377,2,121,100,6,동함평IC-함평JC,0,101
0121CZS040,5200,S,376,359,2,121,100,5,문평IC-동함평IC,0,101
0121CZS050,9900,S,360,376,2,121,100,4,나주IC-문평IC,0,101
0121CZS060,4000,S,469,360,2,121,100,3,서광산IC-나주IC,0,101
0121CZS070,2900,S,470,469,2,121,100,2,동광산TG-서광산IC,0,101
0121CZS080,4090,S,471,470,2,121,100,1,운수IC-동광산TG,0,101
0140CZE010,3000,E,373,468,2,140,100,1,고창JC-남고창IC,0,101
0140CZE020,9600,E,468,374,2,140,100,2,남고창IC-장성물류IC,0,101
0140CZE030,4520,E,374,375,2,140,100,3,장성물류IC-장성JC,0,101
0140CZE040,11810,E,375,380,2,140,100,4,장성JC-북광주IC,0,101
0140CZE050,7310,E,380,348,2,140,100,5,북광주IC-담양JC,0,101
0140CZE060,6060,E,348,347,2,140,100,6,담양JC-대덕JC,0,101
0140CZS010,3000,S,468,373,2,140,100,6,남고창IC-고창JC,0,101
0140CZS020,9600,S,374,468,2,140,100,5,장성물류IC-남고창IC,0,101
0140CZS030,4520,S,375,374,2,140,100,4,장성JC-장성물류IC,0,101
0140CZS040,11810,S,380,375,2,140,100,3,북광주IC-장성JC,0,101
0140CZS050,7310,S,348,380,2,140,100,2,담양JC-북광주IC,0,101
0140CZS060,6060,S,347,348,2,140,100,1,대덕JC-담양JC,0,101
0141CZE200,20540,E,1025,1026,2,141,100,1,밀양JC-배내골IC,0,101
0141CZE210,9080,E,1026,1027,2,141,100,2,배내골IC-서울주JC,0,101
0141CZE220,14630,E,1027,1028,2,141,100,3,서울주JC-울주JC,0,101
0141CZS200,20540,S,1026,1025,2,141,100,3,배내골IC-밀양JC,0,101
0141CZS210,9080,S,1027,1026,2,141,100,2,서울주JC-배내골IC,0,101
0141CZS220,14630,S,1028,1027,2,141,100,1,울주JCT-서울주JC,0,101
0150CZE005,260,E,492,192,2,150,110,1,서해안선시점-목포IC,0,101
0150CZE010,6000,E,192,193,2,150,110,2,목포IC-일로IC,0,101
0150CZE020,1040,E,193,208,2,150,110,3,일로IC-목포TG,0,101
0150CZE030,16240,E,208,194,2,150,110,4,목포TG-무안IC,0,101
0150CZE040,2460,E,194,377,2,150,110,5,무안IC-함평JC,0,101
0150CZE050,7810,E,377,195,2,150,110,6,함평JC-함평IC,0,101
0150CZE055,7850,E,195,1046,2,150,110,7,함평IC-불갑산하이패스IC,0,101
0150CZE060,16480,E,1046,201,2,150,110,8,불갑산하이패스IC-영광IC,0,101
0150CZE070,14790,E,201,373,2,150,110,9,영광IC-고창JC,0,101
